satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.71,0.37,2.0,179.0,5.0,0.0,1.0,support,low,0
0.84,0.73,,,3.0,0.0,1.0,technical,low,0
0.59,0.84,4.0,,4.0,1.0,1.0,management,,0
0.57,0.85,4.0,250.0,3.0,1.0,1.0,marketing,low,0
0.81,0.61,2.0,176.0,5.0,,1.0,marketing,low,0
0.8,0.7,4.0,246.0,3.0,0.0,1.0,marketing,low,0
0.49,0.66,3.0,155.0,3.0,0.0,,sales,low,0
0.55,0.64,3.0,178.0,2.0,0.0,1.0,sales,low,0
0.68,0.4,3.0,213.0,5.0,1.0,1.0,sales,low,0
0.55,0.67,3.0,150.0,2.0,0.0,1.0,,low,0
0.59,0.62,3.0,166.0,2.0,0.0,0.0,sales,low,0
0.91,0.8,5.0,169.0,4.0,0.0,0.0,sales,low,0
0.48,0.9,4.0,208.0,3.0,0.0,0.0,sales,low,0
0.84,0.66,3.0,209.0,2.0,0.0,0.0,,low,0
0.73,0.54,4.0,167.0,3.0,,0.0,IT,medium,0
0.28,0.59,,281.0,3.0,0.0,0.0,product_mng,medium,0
0.77,0.65,,156.0,4.0,0.0,0.0,product_mng,medium,0
0.67,0.65,3.0,265.0,3.0,0.0,0.0,product_mng,medium,0
0.5,0.53,3.0,142.0,,1.0,0.0,product_mng,medium,0
0.32,0.47,3.0,143.0,4.0,,0.0,IT,medium,0
0.57,0.78,3.0,,3.0,,0.0,RandD,medium,0
0.51,0.8,5.0,268.0,3.0,0.0,0.0,RandD,medium,0
0.61,0.6,3.0,255.0,2.0,0.0,0.0,RandD,medium,0
0.83,0.73,4.0,157.0,2.0,0.0,0.0,RandD,medium,0
0.87,0.97,5.0,151.0,3.0,0.0,0.0,RandD,medium,0
0.7,0.63,3.0,157.0,2.0,0.0,0.0,RandD,medium,0
0.78,0.65,3.0,139.0,3.0,0.0,,marketing,high,0
,0.53,4.0,196.0,2.0,1.0,0.0,sales,low,0
0.68,0.99,3.0,159.0,,0.0,0.0,accounting,medium,0
,0.53,4.0,224.0,4.0,1.0,0.0,support,,0
0.7,0.53,3.0,215.0,7.0,1.0,0.0,technical,medium,0
0.59,0.94,5.0,,7.0,1.0,0.0,management,medium,0
0.64,0.87,4.0,157.0,7.0,0.0,0.0,marketing,low,0
0.61,0.88,5.0,146.0,7.0,1.0,0.0,marketing,low,0
0.77,0.49,2.0,286.0,7.0,0.0,0.0,marketing,low,0
0.51,0.64,3.0,203.0,3.0,0.0,0.0,sales,low,0
0.49,0.49,3.0,168.0,7.0,0.0,0.0,sales,low,0
0.77,0.75,3.0,170.0,7.0,0.0,0.0,sales,low,0
0.31,0.86,3.0,266.0,7.0,0.0,0.0,sales,low,0
0.54,0.76,3.0,183.0,3.0,0.0,0.0,sales,low,0
0.56,0.66,4.0,264.0,3.0,0.0,0.0,sales,low,0
0.65,0.77,4.0,205.0,3.0,0.0,0.0,sales,low,0
0.49,0.36,2.0,192.0,3.0,0.0,0.0,sales,low,0
0.82,0.79,3.0,176.0,3.0,0.0,0.0,technical,low,0
0.6,0.52,3.0,183.0,2.0,0.0,0.0,support,low,0
0.64,0.63,3.0,156.0,6.0,1.0,0.0,support,low,0
0.7,0.68,3.0,150.0,3.0,0.0,0.0,support,low,0
0.65,0.89,4.0,204.0,8.0,,0.0,support,low,0
0.69,0.78,5.0,131.0,8.0,0.0,0.0,support,low,0
0.93,0.74,5.0,248.0,8.0,1.0,0.0,support,low,0
0.55,0.52,4.0,168.0,8.0,0.0,0.0,support,low,0
0.75,0.87,4.0,146.0,8.0,1.0,0.0,support,low,0
0.47,0.43,4.0,246.0,3.0,0.0,0.0,support,low,0
0.72,0.88,5.0,216.0,10.0,1.0,0.0,support,medium,0
,0.92,3.0,203.0,10.0,0.0,0.0,support,medium,0
0.98,0.49,3.0,,10.0,0.0,0.0,technical,medium,0
0.39,0.52,2.0,102.0,8.0,0.0,0.0,technical,medium,0
0.93,0.87,4.0,139.0,8.0,0.0,0.0,technical,medium,0
0.71,0.97,5.0,208.0,8.0,1.0,0.0,management,medium,0
0.49,0.54,4.0,215.0,4.0,0.0,0.0,IT,medium,0
0.63,0.93,4.0,233.0,3.0,0.0,0.0,IT,medium,0
0.45,0.64,3.0,169.0,10.0,0.0,0.0,IT,medium,0
0.77,0.64,3.0,190.0,10.0,1.0,0.0,IT,medium,0
0.77,0.63,4.0,236.0,7.0,0.0,0.0,IT,,0
0.5,0.92,4.0,266.0,7.0,0.0,0.0,product_mng,medium,0
0.45,0.42,4.0,156.0,7.0,0.0,0.0,product_mng,high,0
,0.47,4.0,153.0,7.0,0.0,0.0,,low,0
0.83,0.67,,175.0,3.0,0.0,0.0,,medium,0
0.47,0.76,6.0,174.0,10.0,0.0,0.0,,medium,0
0.25,0.89,4.0,154.0,10.0,0.0,0.0,management,high,0
0.89,0.55,5.0,251.0,10.0,0.0,0.0,management,high,0
0.97,0.57,3.0,164.0,,0.0,0.0,management,high,0
0.6,0.65,2.0,225.0,10.0,0.0,0.0,management,,0
0.67,0.72,2.0,134.0,10.0,0.0,0.0,management,high,0
0.89,0.77,3.0,144.0,3.0,0.0,0.0,management,high,0
0.6,0.91,5.0,211.0,3.0,0.0,0.0,sales,low,0
0.64,0.79,4.0,139.0,3.0,0.0,0.0,sales,low,0
0.57,0.66,3.0,268.0,3.0,0.0,0.0,sales,low,0
0.56,0.98,5.0,171.0,3.0,1.0,0.0,,low,0
0.6,0.9,4.0,260.0,2.0,0.0,0.0,sales,medium,0
0.17,,6.0,224.0,3.0,0.0,0.0,sales,medium,0
0.74,0.49,,233.0,3.0,0.0,0.0,sales,medium,0
0.44,0.41,3.0,,7.0,0.0,0.0,sales,medium,0
0.51,,4.0,233.0,7.0,0.0,0.0,sales,medium,0
0.86,0.57,3.0,162.0,7.0,0.0,0.0,sales,medium,0
0.96,0.48,4.0,198.0,7.0,0.0,0.0,sales,medium,0
0.87,,4.0,198.0,7.0,0.0,0.0,sales,medium,0
0.58,0.79,3.0,243.0,3.0,1.0,0.0,sales,medium,0
0.24,0.56,4.0,281.0,7.0,0.0,0.0,sales,medium,0
0.42,0.8,4.0,259.0,7.0,1.0,0.0,sales,medium,0
0.65,0.94,4.0,,7.0,0.0,,sales,medium,0
0.73,0.92,6.0,189.0,3.0,1.0,0.0,sales,medium,0
0.63,0.6,4.0,258.0,3.0,0.0,0.0,sales,medium,0
0.95,0.48,4.0,225.0,3.0,,0.0,sales,,0
0.52,0.83,5.0,145.0,3.0,0.0,0.0,sales,medium,0
0.96,0.55,3.0,164.0,3.0,0.0,0.0,sales,medium,0
0.66,0.51,4.0,254.0,2.0,0.0,0.0,sales,,0
,0.44,4.0,154.0,6.0,1.0,0.0,sales,medium,0
0.56,0.79,5.0,248.0,3.0,0.0,0.0,sales,medium,0
0.97,,3.0,154.0,8.0,1.0,0.0,sales,medium,0
0.72,0.92,3.0,242.0,8.0,0.0,0.0,sales,medium,0
0.74,0.78,4.0,194.0,8.0,0.0,0.0,sales,medium,0
0.2,0.6,5.0,261.0,8.0,0.0,0.0,sales,medium,0
0.73,0.56,3.0,245.0,8.0,0.0,0.0,sales,medium,0
0.76,0.79,3.0,247.0,3.0,0.0,0.0,,low,0
0.65,0.54,4.0,147.0,10.0,0.0,0.0,sales,low,0
0.66,0.5,3.0,139.0,10.0,1.0,0.0,sales,low,0
0.96,0.97,6.0,137.0,10.0,0.0,0.0,sales,low,0
0.57,,4.0,177.0,8.0,0.0,0.0,sales,low,0
0.61,0.82,4.0,184.0,8.0,0.0,0.0,IT,low,0
0.57,0.69,3.0,212.0,8.0,0.0,0.0,product_mng,low,0
0.59,0.47,3.0,159.0,4.0,0.0,0.0,product_mng,low,0
0.92,0.68,4.0,178.0,3.0,0.0,0.0,product_mng,low,0
0.79,0.56,3.0,149.0,10.0,0.0,0.0,product_mng,low,0
,0.66,4.0,223.0,10.0,0.0,0.0,IT,low,0
0.24,,6.0,263.0,7.0,0.0,0.0,management,high,0
0.49,0.52,4.0,161.0,7.0,0.0,0.0,management,high,0
0.49,0.68,3.0,192.0,7.0,0.0,,management,high,0
0.97,0.51,5.0,215.0,7.0,0.0,0.0,management,high,0
0.55,0.78,4.0,261.0,3.0,0.0,0.0,management,high,0
0.76,0.56,5.0,222.0,10.0,0.0,0.0,management,high,0
0.53,0.99,3.0,223.0,10.0,0.0,0.0,marketing,low,0
0.51,0.86,3.0,182.0,10.0,0.0,0.0,sales,low,0
0.57,0.93,2.0,204.0,10.0,0.0,0.0,accounting,low,0
0.58,0.91,3.0,195.0,10.0,,0.0,support,,0
0.6,0.98,4.0,146.0,10.0,0.0,,technical,low,0
0.65,0.74,4.0,233.0,4.0,1.0,0.0,management,low,0
0.91,0.75,,147.0,3.0,0.0,0.0,marketing,low,0
0.65,0.55,3.0,156.0,5.0,0.0,0.0,marketing,low,0
0.18,0.49,3.0,240.0,2.0,1.0,0.0,marketing,low,0
0.66,0.9,4.0,177.0,7.0,0.0,0.0,sales,low,0
0.78,,3.0,135.0,7.0,0.0,0.0,sales,medium,0
0.82,0.65,5.0,178.0,7.0,1.0,0.0,sales,medium,0
0.54,0.64,3.0,190.0,7.0,0.0,0.0,sales,medium,0
0.95,0.84,3.0,240.0,7.0,0.0,0.0,sales,medium,0
0.65,0.85,4.0,172.0,3.0,0.0,0.0,sales,medium,0
0.83,0.55,,271.0,7.0,0.0,0.0,sales,medium,0
0.15,0.6,5.0,188.0,7.0,0.0,0.0,sales,medium,0
0.59,0.59,4.0,197.0,7.0,0.0,0.0,IT,medium,0
0.99,0.94,5.0,151.0,3.0,0.0,0.0,product_mng,medium,0
0.76,0.72,,263.0,3.0,0.0,0.0,product_mng,medium,0
0.64,0.67,2.0,223.0,3.0,0.0,,product_mng,medium,0
0.95,0.75,4.0,,3.0,0.0,0.0,product_mng,medium,0
0.53,0.66,3.0,191.0,3.0,0.0,0.0,IT,,0
0.59,0.5,2.0,162.0,2.0,,0.0,management,high,0
0.69,0.86,5.0,195.0,6.0,0.0,0.0,management,high,0
0.5,0.49,4.0,222.0,3.0,0.0,,management,high,0
0.89,0.96,3.0,179.0,8.0,0.0,0.0,management,high,0
0.56,0.39,3.0,106.0,,0.0,,management,high,0
0.77,0.68,3.0,214.0,8.0,1.0,0.0,management,high,0
0.15,0.75,3.0,259.0,8.0,1.0,0.0,marketing,high,0
0.88,0.58,3.0,145.0,8.0,0.0,0.0,sales,low,0
0.89,0.86,4.0,153.0,3.0,0.0,0.0,accounting,low,0
0.65,0.52,2.0,117.0,10.0,1.0,0.0,support,low,0
0.58,0.99,3.0,207.0,10.0,0.0,0.0,technical,low,0
0.56,0.85,3.0,265.0,10.0,1.0,0.0,management,low,0
0.25,0.72,5.0,279.0,8.0,0.0,0.0,marketing,low,0
0.87,0.89,4.0,225.0,8.0,0.0,0.0,marketing,low,0
0.62,0.4,3.0,158.0,8.0,1.0,0.0,marketing,low,0
0.72,0.75,4.0,211.0,4.0,0.0,0.0,,medium,0
0.49,0.94,4.0,175.0,3.0,0.0,0.0,sales,,0
0.57,0.91,4.0,224.0,10.0,0.0,0.0,sales,medium,0
0.63,0.65,3.0,190.0,10.0,0.0,0.0,sales,medium,0
0.91,0.63,5.0,240.0,7.0,0.0,0.0,sales,medium,0
0.7,0.68,5.0,225.0,7.0,0.0,0.0,sales,medium,0
0.66,0.95,5.0,192.0,7.0,0.0,0.0,sales,medium,0
0.77,0.48,5.0,262.0,7.0,0.0,0.0,IT,medium,0
0.68,0.97,3.0,250.0,3.0,,0.0,product_mng,medium,0
0.34,0.46,3.0,155.0,10.0,0.0,0.0,product_mng,medium,0
0.97,0.64,4.0,238.0,10.0,1.0,0.0,product_mng,medium,0
0.57,0.75,,249.0,10.0,0.0,0.0,,medium,0
0.66,0.65,3.0,272.0,10.0,0.0,0.0,IT,,0
0.68,0.67,4.0,162.0,10.0,0.0,0.0,management,high,0
0.49,0.78,,254.0,10.0,0.0,0.0,management,high,0
0.72,0.66,4.0,184.0,3.0,0.0,0.0,,high,0
0.77,0.89,4.0,269.0,10.0,0.0,0.0,management,high,0
0.77,0.73,3.0,201.0,10.0,0.0,,management,high,0
0.59,0.73,4.0,247.0,10.0,0.0,,management,high,0
0.41,0.67,6.0,221.0,10.0,0.0,0.0,marketing,medium,0
0.94,0.64,,247.0,10.0,0.0,0.0,sales,medium,0
0.91,0.61,4.0,135.0,10.0,0.0,0.0,accounting,medium,0
0.7,0.84,3.0,260.0,4.0,1.0,0.0,support,medium,0
0.51,0.52,3.0,188.0,3.0,0.0,0.0,technical,high,0
0.22,0.7,4.0,159.0,5.0,0.0,0.0,management,low,0
0.69,0.65,3.0,153.0,2.0,0.0,0.0,marketing,medium,0
0.2,0.68,5.0,167.0,7.0,,0.0,marketing,medium,0
0.9,0.85,3.0,158.0,7.0,0.0,0.0,marketing,,0
0.76,0.85,3.0,180.0,7.0,0.0,0.0,sales,medium,0
0.88,0.51,3.0,211.0,7.0,0.0,,sales,medium,0
0.31,0.63,4.0,104.0,7.0,,0.0,sales,,0
0.17,0.66,6.0,174.0,,0.0,0.0,,medium,0
0.91,0.77,3.0,195.0,,0.0,0.0,sales,medium,0
0.97,0.38,5.0,211.0,7.0,1.0,0.0,sales,,0
0.61,0.77,5.0,232.0,7.0,0.0,0.0,sales,medium,0
0.74,0.67,5.0,216.0,3.0,0.0,,sales,low,0
0.65,0.82,5.0,265.0,3.0,0.0,0.0,IT,low,0
0.87,0.73,5.0,184.0,3.0,0.0,0.0,product_mng,low,0
0.56,0.71,5.0,244.0,3.0,0.0,0.0,product_mng,low,0
0.78,0.69,4.0,202.0,3.0,0.0,0.0,product_mng,low,0
0.73,0.57,3.0,146.0,2.0,0.0,0.0,product_mng,low,0
0.66,0.78,4.0,161.0,6.0,0.0,0.0,IT,low,0
0.15,0.81,5.0,280.0,3.0,1.0,0.0,RandD,high,0
0.52,0.69,5.0,208.0,8.0,1.0,0.0,RandD,low,0
0.44,0.66,6.0,134.0,8.0,0.0,0.0,RandD,high,0
0.7,0.7,3.0,162.0,8.0,0.0,0.0,RandD,high,0
0.63,0.52,5.0,209.0,8.0,1.0,0.0,RandD,low,0
0.89,0.59,3.0,265.0,,0.0,0.0,RandD,low,0
0.96,0.85,4.0,173.0,3.0,0.0,0.0,marketing,high,0
,0.99,4.0,261.0,10.0,1.0,0.0,sales,low,0
0.62,0.82,3.0,,10.0,0.0,0.0,accounting,medium,0
0.62,0.73,3.0,144.0,,1.0,0.0,support,,0
0.69,0.43,5.0,113.0,8.0,0.0,0.0,technical,medium,0
0.5,0.91,4.0,144.0,8.0,0.0,0.0,management,medium,0
0.71,0.93,5.0,140.0,8.0,0.0,0.0,marketing,medium,0
0.5,0.68,3.0,245.0,4.0,0.0,0.0,marketing,medium,0
0.93,0.6,3.0,188.0,3.0,0.0,0.0,marketing,high,0
0.95,0.77,5.0,199.0,,1.0,0.0,sales,medium,0
0.17,0.61,6.0,154.0,10.0,1.0,0.0,sales,medium,0
0.92,0.68,4.0,138.0,7.0,0.0,0.0,sales,medium,0
0.64,0.48,3.0,147.0,7.0,0.0,0.0,sales,high,0
0.27,0.42,6.0,173.0,7.0,0.0,0.0,sales,medium,0
0.66,0.87,3.0,223.0,7.0,0.0,0.0,sales,high,0
0.59,0.69,3.0,200.0,3.0,0.0,0.0,sales,low,0
0.93,0.98,4.0,189.0,10.0,0.0,,sales,medium,0
0.58,0.67,5.0,133.0,10.0,0.0,0.0,technical,medium,0
0.96,0.6,3.0,160.0,10.0,0.0,0.0,support,medium,0
0.69,0.85,3.0,153.0,10.0,0.0,0.0,support,medium,0
0.41,0.38,4.0,,10.0,1.0,0.0,support,low,0
,0.41,3.0,167.0,10.0,0.0,0.0,support,low,0
0.71,,4.0,227.0,2.0,,0.0,support,,0
0.94,0.9,,144.0,4.0,0.0,0.0,support,low,0
0.51,0.76,4.0,140.0,3.0,0.0,0.0,support,low,0
0.83,0.48,4.0,220.0,3.0,1.0,0.0,support,low,0
0.22,0.62,3.0,180.0,,,0.0,support,low,0
0.66,0.89,4.0,173.0,4.0,0.0,0.0,support,low,0
0.14,0.58,3.0,179.0,5.0,,0.0,support,low,0
0.16,0.96,5.0,137.0,5.0,1.0,0.0,technical,low,0
0.81,0.78,3.0,165.0,3.0,0.0,0.0,technical,high,0
0.73,0.94,3.0,177.0,3.0,0.0,0.0,technical,low,0
0.7,0.58,5.0,168.0,3.0,0.0,0.0,management,low,0
0.62,0.73,3.0,245.0,4.0,0.0,0.0,IT,low,0
0.5,0.83,5.0,258.0,2.0,0.0,0.0,IT,low,0
0.7,0.88,3.0,159.0,2.0,0.0,0.0,IT,high,0
0.53,0.73,3.0,163.0,3.0,1.0,0.0,IT,low,0
0.87,0.9,3.0,174.0,2.0,0.0,0.0,IT,low,0
0.59,0.6,3.0,214.0,,1.0,0.0,product_mng,low,0
0.94,0.67,4.0,191.0,3.0,1.0,0.0,product_mng,high,0
0.2,0.53,5.0,272.0,5.0,0.0,0.0,product_mng,,0
0.42,0.44,3.0,183.0,2.0,0.0,0.0,product_mng,medium,0
0.43,0.66,4.0,135.0,2.0,0.0,0.0,IT,high,0
0.43,,6.0,154.0,2.0,0.0,0.0,management,high,0
0.77,0.86,5.0,238.0,3.0,0.0,0.0,management,high,0
0.76,0.98,2.0,235.0,3.0,0.0,0.0,management,high,0
,0.9,3.0,215.0,4.0,0.0,0.0,management,high,0
0.75,0.66,5.0,234.0,2.0,0.0,0.0,management,high,0
0.63,0.98,4.0,187.0,3.0,0.0,0.0,management,high,0
0.51,0.75,3.0,133.0,3.0,0.0,0.0,sales,medium,0
0.23,0.7,3.0,123.0,5.0,0.0,0.0,sales,medium,0
0.77,0.58,4.0,,3.0,0.0,0.0,sales,medium,0
0.54,0.63,4.0,,3.0,0.0,,sales,medium,0
0.63,0.85,4.0,182.0,,1.0,0.0,sales,high,0
0.55,0.45,3.0,179.0,2.0,1.0,0.0,sales,low,0
0.31,0.63,3.0,150.0,3.0,1.0,,sales,medium,0
0.98,0.74,4.0,151.0,3.0,0.0,0.0,sales,medium,0
0.16,0.95,6.0,117.0,7.0,0.0,0.0,,medium,0
0.54,0.78,3.0,156.0,7.0,0.0,,sales,medium,0
0.73,0.48,3.0,211.0,7.0,0.0,0.0,sales,medium,0
0.16,0.63,6.0,286.0,7.0,0.0,1.0,sales,medium,0
0.57,0.82,5.0,,,0.0,1.0,sales,medium,0
0.88,0.88,4.0,,3.0,1.0,1.0,sales,medium,0
,0.81,4.0,258.0,7.0,0.0,1.0,sales,medium,0
0.93,0.7,5.0,,7.0,0.0,1.0,sales,high,0
0.91,,3.0,220.0,7.0,0.0,1.0,sales,low,0
0.77,0.82,4.0,134.0,3.0,0.0,1.0,sales,low,0
0.24,0.94,6.0,141.0,3.0,1.0,0.0,sales,low,0
0.74,0.74,5.0,,3.0,1.0,0.0,sales,high,0
0.53,0.59,4.0,259.0,3.0,0.0,,sales,low,0
0.89,0.77,5.0,232.0,3.0,0.0,0.0,sales,low,0
0.23,0.77,5.0,272.0,2.0,0.0,0.0,sales,low,0
0.69,0.66,3.0,215.0,6.0,0.0,0.0,,high,0
0.52,0.72,4.0,222.0,3.0,0.0,0.0,sales,low,0
0.9,0.58,3.0,244.0,8.0,0.0,0.0,sales,low,0
,0.63,5.0,224.0,8.0,1.0,0.0,sales,low,0
0.72,0.59,5.0,200.0,8.0,1.0,0.0,sales,low,0
0.92,0.61,4.0,143.0,8.0,0.0,0.0,sales,low,0
0.79,0.86,5.0,238.0,8.0,0.0,0.0,sales,low,0
0.48,0.89,4.0,145.0,3.0,0.0,,sales,low,0
0.27,0.76,4.0,108.0,10.0,0.0,0.0,sales,medium,0
0.67,0.49,3.0,247.0,10.0,0.0,0.0,sales,medium,0
0.48,0.7,,213.0,10.0,0.0,0.0,sales,medium,0
0.99,0.6,4.0,209.0,8.0,1.0,0.0,IT,medium,0
0.49,0.88,4.0,240.0,8.0,0.0,0.0,product_mng,medium,0
0.39,0.45,3.0,100.0,8.0,1.0,0.0,product_mng,medium,0
,0.92,4.0,265.0,4.0,1.0,0.0,product_mng,medium,0
0.78,0.57,3.0,209.0,3.0,0.0,0.0,,medium,0
0.5,0.73,3.0,154.0,10.0,0.0,0.0,IT,medium,0
0.61,0.79,5.0,230.0,10.0,0.0,0.0,,high,0
0.88,0.6,4.0,208.0,7.0,0.0,1.0,management,high,0
0.44,0.44,2.0,,7.0,1.0,1.0,management,high,0
0.73,,3.0,262.0,7.0,1.0,1.0,management,high,0
0.58,0.84,4.0,206.0,7.0,0.0,1.0,management,high,0
0.74,0.98,3.0,166.0,3.0,1.0,1.0,management,high,0
0.32,0.48,4.0,117.0,10.0,0.0,1.0,,medium,0
0.88,,4.0,273.0,10.0,0.0,0.0,sales,medium,0
0.81,0.9,4.0,270.0,,0.0,0.0,accounting,medium,0
0.59,0.92,3.0,138.0,10.0,0.0,0.0,support,low,0
0.79,0.65,3.0,235.0,10.0,0.0,0.0,technical,low,0
0.92,0.64,4.0,190.0,10.0,1.0,0.0,management,low,0
0.76,0.85,3.0,192.0,3.0,0.0,0.0,marketing,low,0
0.91,0.65,5.0,214.0,3.0,1.0,0.0,marketing,low,0
0.8,0.84,4.0,242.0,2.0,1.0,0.0,marketing,low,0
0.73,0.72,4.0,233.0,2.0,0.0,0.0,sales,low,0
0.88,0.53,3.0,218.0,4.0,0.0,0.0,sales,,0
0.65,0.4,5.0,125.0,4.0,0.0,0.0,sales,low,0
0.84,0.5,4.0,178.0,2.0,0.0,0.0,sales,low,0
,,5.0,272.0,3.0,0.0,0.0,sales,low,0
0.64,0.6,3.0,265.0,4.0,0.0,0.0,,low,0
0.66,0.72,4.0,271.0,3.0,0.0,0.0,sales,low,0
0.76,0.56,,179.0,3.0,1.0,0.0,sales,low,0
0.34,0.72,3.0,118.0,,0.0,0.0,IT,low,0
0.48,0.8,4.0,196.0,5.0,0.0,,product_mng,low,0
0.79,0.61,4.0,173.0,2.0,0.0,0.0,product_mng,low,0
0.82,0.67,4.0,156.0,3.0,0.0,0.0,,low,0
0.51,0.71,2.0,180.0,3.0,0.0,0.0,product_mng,low,0
0.84,0.78,4.0,263.0,,0.0,0.0,,low,0
0.66,0.79,5.0,134.0,3.0,0.0,0.0,management,high,0
,0.88,3.0,189.0,3.0,,0.0,management,high,0
0.53,0.91,4.0,167.0,4.0,0.0,0.0,management,high,0
0.81,0.8,5.0,132.0,2.0,1.0,0.0,management,high,0
0.58,0.9,3.0,209.0,2.0,0.0,0.0,management,high,0
0.82,0.56,2.0,227.0,5.0,1.0,0.0,management,high,0
0.72,0.99,4.0,239.0,3.0,,0.0,marketing,medium,0
0.9,0.54,4.0,172.0,4.0,0.0,,sales,medium,0
0.98,0.91,3.0,188.0,4.0,0.0,0.0,accounting,medium,0
0.56,0.74,3.0,265.0,3.0,0.0,0.0,support,medium,0
0.77,0.82,3.0,153.0,3.0,1.0,0.0,technical,medium,0
0.61,0.89,4.0,242.0,2.0,0.0,0.0,management,medium,0
,0.61,4.0,262.0,3.0,1.0,1.0,marketing,medium,0
0.64,0.55,3.0,246.0,2.0,0.0,1.0,marketing,high,0
0.99,0.97,4.0,,2.0,0.0,1.0,marketing,low,0
0.61,0.42,3.0,145.0,4.0,0.0,1.0,sales,medium,0
0.72,0.71,4.0,256.0,3.0,0.0,1.0,sales,medium,0
0.67,0.91,2.0,245.0,2.0,1.0,1.0,sales,medium,0
0.9,0.56,3.0,151.0,3.0,0.0,0.0,sales,medium,0
0.9,0.73,4.0,245.0,2.0,0.0,0.0,sales,low,0
0.63,0.61,4.0,171.0,3.0,0.0,0.0,sales,low,0
0.64,0.88,3.0,,2.0,0.0,0.0,sales,low,0
0.44,0.65,3.0,175.0,2.0,0.0,0.0,IT,low,0
0.64,0.94,4.0,210.0,3.0,0.0,0.0,,low,0
,0.95,2.0,180.0,,0.0,0.0,product_mng,low,0
0.69,0.9,5.0,103.0,5.0,0.0,0.0,product_mng,,0
0.93,0.51,4.0,110.0,3.0,0.0,0.0,product_mng,low,0
0.73,0.9,5.0,184.0,3.0,0.0,0.0,IT,low,0
0.83,0.6,4.0,161.0,2.0,0.0,0.0,management,high,0
0.82,0.49,5.0,210.0,3.0,0.0,0.0,management,high,0
0.39,0.91,2.0,212.0,2.0,0.0,0.0,management,high,0
0.53,0.47,6.0,106.0,6.0,0.0,0.0,management,high,0
0.88,0.81,4.0,179.0,3.0,0.0,0.0,management,high,0
0.8,0.6,5.0,,3.0,0.0,0.0,management,high,0
0.68,0.79,4.0,184.0,,0.0,0.0,marketing,low,0
0.66,0.6,3.0,210.0,2.0,,0.0,sales,low,0
0.61,0.61,4.0,246.0,2.0,0.0,0.0,accounting,low,0
0.74,0.55,4.0,262.0,3.0,0.0,0.0,,low,0
0.61,0.83,4.0,245.0,3.0,,1.0,technical,low,0
0.57,0.99,3.0,222.0,3.0,1.0,,management,low,0
0.68,0.54,4.0,146.0,4.0,0.0,1.0,marketing,medium,0
0.75,0.79,4.0,263.0,,0.0,1.0,marketing,,0
0.29,0.57,5.0,134.0,2.0,0.0,1.0,marketing,medium,0
0.81,0.81,5.0,250.0,4.0,0.0,1.0,sales,medium,0
0.53,0.68,4.0,173.0,3.0,0.0,0.0,sales,medium,0
0.42,0.96,6.0,173.0,3.0,0.0,0.0,sales,medium,0
0.64,0.67,4.0,252.0,3.0,1.0,0.0,,medium,0
0.63,0.5,2.0,,4.0,0.0,0.0,sales,medium,0
0.81,0.81,4.0,212.0,2.0,1.0,,sales,medium,0
0.71,0.66,5.0,187.0,2.0,0.0,0.0,sales,medium,0
0.7,,5.0,241.0,2.0,0.0,0.0,sales,,0
0.53,1.0,3.0,164.0,4.0,0.0,0.0,IT,medium,0
0.16,0.93,6.0,218.0,6.0,1.0,0.0,product_mng,high,0
0.17,0.55,4.0,194.0,3.0,0.0,0.0,product_mng,low,0
,0.95,,158.0,,0.0,0.0,product_mng,medium,0
0.43,0.88,2.0,149.0,4.0,0.0,0.0,product_mng,medium,0
0.49,0.62,4.0,161.0,2.0,0.0,0.0,IT,medium,0
0.5,0.9,5.0,226.0,2.0,0.0,0.0,management,high,0
0.57,0.59,2.0,111.0,2.0,,0.0,management,high,0
0.68,0.75,4.0,258.0,3.0,0.0,,management,high,0
0.62,0.61,3.0,266.0,2.0,0.0,0.0,management,high,0
0.69,0.75,3.0,253.0,3.0,0.0,0.0,management,high,0
0.63,0.7,5.0,160.0,3.0,0.0,0.0,management,high,0
0.76,0.62,5.0,230.0,3.0,1.0,0.0,marketing,low,0
0.62,0.76,5.0,198.0,3.0,0.0,0.0,sales,low,0
0.82,0.69,3.0,250.0,3.0,0.0,0.0,accounting,low,0
0.2,0.7,4.0,225.0,5.0,0.0,,support,low,0
0.16,0.7,3.0,178.0,3.0,1.0,0.0,technical,low,0
0.2,0.78,4.0,196.0,3.0,0.0,0.0,,low,0
,0.51,4.0,240.0,2.0,0.0,0.0,marketing,,0
0.71,0.63,3.0,204.0,3.0,0.0,0.0,marketing,low,0
0.7,0.93,3.0,,3.0,0.0,0.0,marketing,low,0
0.92,0.94,2.0,224.0,2.0,0.0,0.0,sales,low,0
0.81,0.92,4.0,268.0,3.0,0.0,0.0,sales,low,0
0.79,0.62,5.0,167.0,3.0,0.0,0.0,sales,low,0
0.53,0.64,3.0,168.0,3.0,0.0,0.0,sales,low,0
0.51,0.56,4.0,168.0,,,,sales,low,0
0.78,0.9,5.0,158.0,3.0,,0.0,sales,low,0
0.5,0.91,3.0,240.0,3.0,0.0,,,low,0
0.92,1.0,4.0,261.0,4.0,0.0,0.0,sales,medium,0
0.59,0.54,4.0,176.0,2.0,0.0,0.0,technical,medium,0
